C:\Users\alexa\Anaconda3\python.exe C:/Users/alexa/PycharmProjects/HaliteBots/evolver.py
Gen 0, 574 s, max_fitness = 0.26666666666666666 using: {'defensive_action_radius': 28.30257569937152, 'max_response': 8, 'safe_docking_distance': 12.558523744843272, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.200156937446249, 'safety_check_radius': 12.0, 'support_radius': 8.0, 'attack_superiority_ratio': 1.19, 'rush_mode_proximity': 82.0, 'general_approach_dist': 3.7, 'dogfighting_approach_dist': 3.7, 'planet_approach_dist': 3.8511061898179366, 'own_ship_approach_dist': 0.805601795838218, 'tether_dist': 1.375, 'padding': 0.1387334285094013, 'max_horizon': 12.0}
Gen 64, 4372 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 65, 4315 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 66, 3814 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 67, 2545 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 68, 3625 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 69, 4413 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 70, 3583 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 71, 4164 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 72, 2828 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 73, 3812 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 74, 4017 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 75, 4224 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 76, 4219 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 77, 4308 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
 Gen 78, 4162 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 79, 3481 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 80, 3927 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 81, 3767 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 82, 4910 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 83, 4266 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 84, 4052 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 85, 3757 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 86, 3067 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 87, 4311 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 88, 2507 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 89, 3971 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 90, 3986 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 91, 4038 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 92, 4883 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 93, 3955 s, max_fitness = 0.8142857142857143 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 71.73509335719545, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.1264648593329218, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 5.762074128819193, 'safety_check_radius': 13.89285327188173, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9555412594954386, 'rush_mode_proximity': 94.09576212418199, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.626409095565173, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1328976603859422, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 94, 3668 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
